Value,Prefix,Suffix,Type,Status
20ATM,20,ATM,Call Sign - Amateur,Reserved
20ATN,20,ATN,Call Sign - Amateur,Reserved
20ATO,20,ATO,Call Sign - Amateur,Reserved
20ATP,20,ATP,Call Sign - Amateur,Reserved
20ATQ,20,ATQ,Call Sign - Amateur,Reserved
20ATR,20,ATR,Call Sign - Amateur,Reserved
20ATS,20,ATS,Call Sign - Amateur,Reserved
20ATT,20,ATT,Call Sign - Amateur,Reserved
20ATU,20,ATU,Call Sign - Amateur,Reserved
20ATV,20,ATV,Call Sign - Amateur,Reserved
20ATW,20,ATW,Call Sign - Amateur,Reserved
20ATX,20,ATX,Call Sign - Amateur,Reserved
20ATY,20,ATY,Call Sign - Amateur,Allocated
20ATZ,20,ATZ,Call Sign - Amateur,Allocated
20AUA,20,AUA,Call Sign - Amateur,Reserved
20AUB,20,AUB,Call Sign - Amateur,Reserved
20AUC,20,AUC,Call Sign - Amateur,Allocated
20AUD,20,AUD,Call Sign - Amateur,Reserved
20AUE,20,AUE,Call Sign - Amateur,Reserved
20AUF,20,AUF,Call Sign - Amateur,Reserved
20AUH,20,AUH,Call Sign - Amateur,Allocated
20AUI,20,AUI,Call Sign - Amateur,Allocated
20AUJ,20,AUJ,Call Sign - Amateur,Reserved
20AUK,20,AUK,Call Sign - Amateur,Reserved
20AUL,20,AUL,Call Sign - Amateur,Reserved
20AUM,20,AUM,Call Sign - Amateur,Allocated
20AUN,20,AUN,Call Sign - Amateur,Reserved
20AUO,20,AUO,Call Sign - Amateur,Reserved
20AUP,20,AUP,Call Sign - Amateur,Reserved
20AUQ,20,AUQ,Call Sign - Amateur,Reserved
20AUR,20,AUR,Call Sign - Amateur,Reserved
20AUS,20,AUS,Call Sign - Amateur,Reserved
20AUU,20,AUU,Call Sign - Amateur,Allocated
20AUV,20,AUV,Call Sign - Amateur,Allocated
20AUW,20,AUW,Call Sign - Amateur,Reserved
20AUX,20,AUX,Call Sign - Amateur,Reserved
20AUY,20,AUY,Call Sign - Amateur,Reserved
20AUZ,20,AUZ,Call Sign - Amateur,Reserved
20AVA,20,AVA,Call Sign - Amateur,Allocated
20AVB,20,AVB,Call Sign - Amateur,Allocated
20AVC,20,AVC,Call Sign - Amateur,Reserved
20AVD,20,AVD,Call Sign - Amateur,Allocated
20AVE,20,AVE,Call Sign - Amateur,Reserved
20AVF,20,AVF,Call Sign - Amateur,Reserved
20AVG,20,AVG,Call Sign - Amateur,Reserved
20AVH,20,AVH,Call Sign - Amateur,Reserved
20AVI,20,AVI,Call Sign - Amateur,Reserved
20AVJ,20,AVJ,Call Sign - Amateur,Reserved
20AVK,20,AVK,Call Sign - Amateur,Allocated
20AVL,20,AVL,Call Sign - Amateur,Allocated
20AVM,20,AVM,Call Sign - Amateur,Reserved
20AVN,20,AVN,Call Sign - Amateur,Reserved
20AVO,20,AVO,Call Sign - Amateur,Reserved
20AVP,20,AVP,Call Sign - Amateur,Allocated
20AVQ,20,AVQ,Call Sign - Amateur,Allocated
20AVR,20,AVR,Call Sign - Amateur,Reserved
20AVS,20,AVS,Call Sign - Amateur,Allocated
20AVT,20,AVT,Call Sign - Amateur,Reserved
20AVU,20,AVU,Call Sign - Amateur,Reserved
20AVV,20,AVV,Call Sign - Amateur,Reserved
20AVW,20,AVW,Call Sign - Amateur,Allocated
20AVX,20,AVX,Call Sign - Amateur,Reserved
20AVY,20,AVY,Call Sign - Amateur,Reserved
20AVZ,20,AVZ,Call Sign - Amateur,Allocated
20AWA,20,AWA,Call Sign - Amateur,Allocated
20AWB,20,AWB,Call Sign - Amateur,Reserved
20AWC,20,AWC,Call Sign - Amateur,Allocated
20AWD,20,AWD,Call Sign - Amateur,Reserved
20AWE,20,AWE,Call Sign - Amateur,Allocated
20AWF,20,AWF,Call Sign - Amateur,Allocated
20AWG,20,AWG,Call Sign - Amateur,Allocated
20AWH,20,AWH,Call Sign - Amateur,Reserved
20AWI,20,AWI,Call Sign - Amateur,Allocated
20AWJ,20,AWJ,Call Sign - Amateur,Reserved
20AWK,20,AWK,Call Sign - Amateur,Allocated
20AWL,20,AWL,Call Sign - Amateur,Allocated
20AWM,20,AWM,Call Sign - Amateur,Allocated
20AWN,20,AWN,Call Sign - Amateur,Allocated
20AWO,20,AWO,Call Sign - Amateur,Allocated
20AWP,20,AWP,Call Sign - Amateur,Allocated
20AWQ,20,AWQ,Call Sign - Amateur,Reserved
20AWR,20,AWR,Call Sign - Amateur,Allocated
20AWS,20,AWS,Call Sign - Amateur,Allocated
20AWT,20,AWT,Call Sign - Amateur,Allocated
20AWU,20,AWU,Call Sign - Amateur,Allocated
20AWV,20,AWV,Call Sign - Amateur,Reserved
20AWW,20,AWW,Call Sign - Amateur,Allocated
20AWX,20,AWX,Call Sign - Amateur,Reserved
20AWY,20,AWY,Call Sign - Amateur,Allocated
20AWZ,20,AWZ,Call Sign - Amateur,Allocated
20AXA,20,AXA,Call Sign - Amateur,Allocated
20AXB,20,AXB,Call Sign - Amateur,Allocated
20AXC,20,AXC,Call Sign - Amateur,Reserved
20AXD,20,AXD,Call Sign - Amateur,Reserved
20AXE,20,AXE,Call Sign - Amateur,Reserved
20AXF,20,AXF,Call Sign - Amateur,Reserved
20AXG,20,AXG,Call Sign - Amateur,Reserved
20AXH,20,AXH,Call Sign - Amateur,Reserved
20AXI,20,AXI,Call Sign - Amateur,Reserved
20AXJ,20,AXJ,Call Sign - Amateur,Reserved
20AXK,20,AXK,Call Sign - Amateur,Reserved
20AXL,20,AXL,Call Sign - Amateur,Reserved
20AXM,20,AXM,Call Sign - Amateur,Reserved
20AXN,20,AXN,Call Sign - Amateur,Allocated
20AXO,20,AXO,Call Sign - Amateur,Reserved
20AXP,20,AXP,Call Sign - Amateur,Reserved
20AXQ,20,AXQ,Call Sign - Amateur,Reserved
20AXR,20,AXR,Call Sign - Amateur,Reserved
20AXS,20,AXS,Call Sign - Amateur,Reserved
20AXT,20,AXT,Call Sign - Amateur,Allocated
20AXU,20,AXU,Call Sign - Amateur,Reserved
20AXV,20,AXV,Call Sign - Amateur,Reserved
20AXW,20,AXW,Call Sign - Amateur,Reserved
20AXX,20,AXX,Call Sign - Amateur,Allocated
20AXY,20,AXY,Call Sign - Amateur,Reserved
20AXZ,20,AXZ,Call Sign - Amateur,Allocated
20AYA,20,AYA,Call Sign - Amateur,Allocated
20AYB,20,AYB,Call Sign - Amateur,Reserved
20AYC,20,AYC,Call Sign - Amateur,Reserved
20AYD,20,AYD,Call Sign - Amateur,Allocated
20AYE,20,AYE,Call Sign - Amateur,Reserved
20AYF,20,AYF,Call Sign - Amateur,Reserved
20AYG,20,AYG,Call Sign - Amateur,Reserved
20AYH,20,AYH,Call Sign - Amateur,Reserved
20AYI,20,AYI,Call Sign - Amateur,Allocated
20AYJ,20,AYJ,Call Sign - Amateur,Reserved
20AYK,20,AYK,Call Sign - Amateur,Allocated
20AYL,20,AYL,Call Sign - Amateur,Reserved
20AYM,20,AYM,Call Sign - Amateur,Reserved
20AYN,20,AYN,Call Sign - Amateur,Reserved
20AYO,20,AYO,Call Sign - Amateur,Reserved
20AYP,20,AYP,Call Sign - Amateur,Reserved
20AYQ,20,AYQ,Call Sign - Amateur,Allocated
20AYR,20,AYR,Call Sign - Amateur,Allocated
20AYS,20,AYS,Call Sign - Amateur,Reserved
20AYT,20,AYT,Call Sign - Amateur,Allocated
20AYU,20,AYU,Call Sign - Amateur,Allocated
20AYV,20,AYV,Call Sign - Amateur,Reserved
20AYW,20,AYW,Call Sign - Amateur,Allocated
20AYX,20,AYX,Call Sign - Amateur,Allocated
20AYY,20,AYY,Call Sign - Amateur,Allocated
20AYZ,20,AYZ,Call Sign - Amateur,Allocated
20AZA,20,AZA,Call Sign - Amateur,Allocated
20AZB,20,AZB,Call Sign - Amateur,Allocated
20AZC,20,AZC,Call Sign - Amateur,Allocated
20AZD,20,AZD,Call Sign - Amateur,Allocated
20AZE,20,AZE,Call Sign - Amateur,Reserved
20AZF,20,AZF,Call Sign - Amateur,Allocated
20AZG,20,AZG,Call Sign - Amateur,Reserved
20AZH,20,AZH,Call Sign - Amateur,Reserved
20AZI,20,AZI,Call Sign - Amateur,Reserved
20AZJ,20,AZJ,Call Sign - Amateur,Allocated
20AZK,20,AZK,Call Sign - Amateur,Allocated
20AZL,20,AZL,Call Sign - Amateur,Allocated
20AZM,20,AZM,Call Sign - Amateur,Allocated
20AZN,20,AZN,Call Sign - Amateur,Allocated
20AZO,20,AZO,Call Sign - Amateur,Reserved
20AZP,20,AZP,Call Sign - Amateur,Allocated
20AZQ,20,AZQ,Call Sign - Amateur,Allocated
20AZR,20,AZR,Call Sign - Amateur,Reserved
20AZS,20,AZS,Call Sign - Amateur,Allocated
20AZT,20,AZT,Call Sign - Amateur,Allocated
20AZU,20,AZU,Call Sign - Amateur,Allocated
20AZV,20,AZV,Call Sign - Amateur,Allocated
20AZW,20,AZW,Call Sign - Amateur,Allocated
20AZX,20,AZX,Call Sign - Amateur,Reserved
20AZY,20,AZY,Call Sign - Amateur,Reserved
20AZZ,20,AZZ,Call Sign - Amateur,Allocated
20BAA,20,BAA,Call Sign - Amateur,Reserved
20BAB,20,BAB,Call Sign - Amateur,Allocated
20BAC,20,BAC,Call Sign - Amateur,Allocated
20BAD,20,BAD,Call Sign - Amateur,Allocated
20BAE,20,BAE,Call Sign - Amateur,Allocated
20BAF,20,BAF,Call Sign - Amateur,Allocated
20BAG,20,BAG,Call Sign - Amateur,Reserved
20BAH,20,BAH,Call Sign - Amateur,Allocated
20BAI,20,BAI,Call Sign - Amateur,Reserved
20BAJ,20,BAJ,Call Sign - Amateur,Allocated
20BAK,20,BAK,Call Sign - Amateur,Allocated
20BAL,20,BAL,Call Sign - Amateur,Reserved
20BAM,20,BAM,Call Sign - Amateur,Reserved
20BAN,20,BAN,Call Sign - Amateur,Reserved
20BAO,20,BAO,Call Sign - Amateur,Allocated
20BAP,20,BAP,Call Sign - Amateur,Allocated
20BAQ,20,BAQ,Call Sign - Amateur,Reserved
20BAR,20,BAR,Call Sign - Amateur,Reserved
20BAS,20,BAS,Call Sign - Amateur,Allocated
20BAT,20,BAT,Call Sign - Amateur,Reserved
20BAU,20,BAU,Call Sign - Amateur,Allocated
20BAV,20,BAV,Call Sign - Amateur,Allocated
20BAW,20,BAW,Call Sign - Amateur,Allocated
20BAX,20,BAX,Call Sign - Amateur,Allocated
20BAY,20,BAY,Call Sign - Amateur,Allocated
20BAZ,20,BAZ,Call Sign - Amateur,Reserved
20BBA,20,BBA,Call Sign - Amateur,Allocated
20BBB,20,BBB,Call Sign - Amateur,Allocated
20BBC,20,BBC,Call Sign - Amateur,Allocated
20BBD,20,BBD,Call Sign - Amateur,Allocated
20BBE,20,BBE,Call Sign - Amateur,Reserved
20BBF,20,BBF,Call Sign - Amateur,Reserved
20BBG,20,BBG,Call Sign - Amateur,Allocated
20BBH,20,BBH,Call Sign - Amateur,Reserved
20BBI,20,BBI,Call Sign - Amateur,Allocated
20BBJ,20,BBJ,Call Sign - Amateur,Reserved
20BBK,20,BBK,Call Sign - Amateur,Reserved
20BBL,20,BBL,Call Sign - Amateur,Allocated
20BBM,20,BBM,Call Sign - Amateur,Allocated
20BBN,20,BBN,Call Sign - Amateur,Allocated
20BBO,20,BBO,Call Sign - Amateur,Allocated
20BBP,20,BBP,Call Sign - Amateur,Allocated
20BBQ,20,BBQ,Call Sign - Amateur,Allocated
20BBR,20,BBR,Call Sign - Amateur,Reserved
20BBS,20,BBS,Call Sign - Amateur,Allocated
20BBT,20,BBT,Call Sign - Amateur,Allocated
20BBU,20,BBU,Call Sign - Amateur,Reserved
20BBV,20,BBV,Call Sign - Amateur,Allocated
20BBW,20,BBW,Call Sign - Amateur,Reserved
20BBX,20,BBX,Call Sign - Amateur,Allocated
20BBY,20,BBY,Call Sign - Amateur,Allocated
20BBZ,20,BBZ,Call Sign - Amateur,Allocated
20BCA,20,BCA,Call Sign - Amateur,Allocated
20BCB,20,BCB,Call Sign - Amateur,Allocated
20BCC,20,BCC,Call Sign - Amateur,Reserved
20BCD,20,BCD,Call Sign - Amateur,Allocated
20BCE,20,BCE,Call Sign - Amateur,Allocated
20BCF,20,BCF,Call Sign - Amateur,Allocated
20BCG,20,BCG,Call Sign - Amateur,Allocated
20BCH,20,BCH,Call Sign - Amateur,Reserved
20BCI,20,BCI,Call Sign - Amateur,Allocated
20BCJ,20,BCJ,Call Sign - Amateur,Allocated
20BCK,20,BCK,Call Sign - Amateur,Allocated
20BCL,20,BCL,Call Sign - Amateur,Allocated
20BCM,20,BCM,Call Sign - Amateur,Allocated
20BCN,20,BCN,Call Sign - Amateur,Allocated
20BCO,20,BCO,Call Sign - Amateur,Allocated
20BCP,20,BCP,Call Sign - Amateur,Allocated
20BCQ,20,BCQ,Call Sign - Amateur,Allocated
20BCR,20,BCR,Call Sign - Amateur,Allocated
20BCS,20,BCS,Call Sign - Amateur,Allocated
20BCT,20,BCT,Call Sign - Amateur,Reserved
20BCU,20,BCU,Call Sign - Amateur,Allocated
20BCV,20,BCV,Call Sign - Amateur,Allocated
20BCW,20,BCW,Call Sign - Amateur,Allocated
20BCX,20,BCX,Call Sign - Amateur,Allocated
20BCY,20,BCY,Call Sign - Amateur,Allocated
20BCZ,20,BCZ,Call Sign - Amateur,Reserved
20BDA,20,BDA,Call Sign - Amateur,Allocated
20BDB,20,BDB,Call Sign - Amateur,Allocated
20BDC,20,BDC,Call Sign - Amateur,Allocated
20BDD,20,BDD,Call Sign - Amateur,Allocated
20BDE,20,BDE,Call Sign - Amateur,Reserved
20BDF,20,BDF,Call Sign - Amateur,Allocated
20BDG,20,BDG,Call Sign - Amateur,Allocated
20BDH,20,BDH,Call Sign - Amateur,Reserved
20BDI,20,BDI,Call Sign - Amateur,Allocated
20BDJ,20,BDJ,Call Sign - Amateur,Allocated
20BDK,20,BDK,Call Sign - Amateur,Reserved
20BDL,20,BDL,Call Sign - Amateur,Allocated
20BDM,20,BDM,Call Sign - Amateur,Reserved
20BDN,20,BDN,Call Sign - Amateur,Allocated
20BDO,20,BDO,Call Sign - Amateur,Allocated
20BDP,20,BDP,Call Sign - Amateur,Allocated
20BDQ,20,BDQ,Call Sign - Amateur,Allocated
20BDR,20,BDR,Call Sign - Amateur,Allocated
20BDS,20,BDS,Call Sign - Amateur,Allocated
20BDT,20,BDT,Call Sign - Amateur,Allocated
20BDU,20,BDU,Call Sign - Amateur,Reserved
20BDV,20,BDV,Call Sign - Amateur,Allocated
20BDW,20,BDW,Call Sign - Amateur,Allocated
20BDX,20,BDX,Call Sign - Amateur,Allocated
20BDY,20,BDY,Call Sign - Amateur,Allocated
20BDZ,20,BDZ,Call Sign - Amateur,Allocated
20BEA,20,BEA,Call Sign - Amateur,Allocated
20BEB,20,BEB,Call Sign - Amateur,Allocated
20BEC,20,BEC,Call Sign - Amateur,Allocated
20BED,20,BED,Call Sign - Amateur,Allocated
20BEE,20,BEE,Call Sign - Amateur,Allocated
20BEF,20,BEF,Call Sign - Amateur,Allocated
20BEG,20,BEG,Call Sign - Amateur,Allocated
20BEH,20,BEH,Call Sign - Amateur,Allocated
20BEI,20,BEI,Call Sign - Amateur,Allocated
20BEJ,20,BEJ,Call Sign - Amateur,Allocated
20BEK,20,BEK,Call Sign - Amateur,Allocated
20BEL,20,BEL,Call Sign - Amateur,Allocated
20BEM,20,BEM,Call Sign - Amateur,Reserved
20BEN,20,BEN,Call Sign - Amateur,Allocated
20BEO,20,BEO,Call Sign - Amateur,Reserved
20BEP,20,BEP,Call Sign - Amateur,Allocated
20BEQ,20,BEQ,Call Sign - Amateur,Allocated
20BER,20,BER,Call Sign - Amateur,Reserved
20BES,20,BES,Call Sign - Amateur,Allocated
20BET,20,BET,Call Sign - Amateur,Allocated
20BEU,20,BEU,Call Sign - Amateur,Allocated
20BEV,20,BEV,Call Sign - Amateur,Allocated
20BEW,20,BEW,Call Sign - Amateur,Allocated
20BEX,20,BEX,Call Sign - Amateur,Allocated
20BEY,20,BEY,Call Sign - Amateur,Allocated
20BEZ,20,BEZ,Call Sign - Amateur,Allocated
20BFA,20,BFA,Call Sign - Amateur,Allocated
20BFB,20,BFB,Call Sign - Amateur,Allocated
20BFC,20,BFC,Call Sign - Amateur,Allocated
20BFD,20,BFD,Call Sign - Amateur,Allocated
20BFE,20,BFE,Call Sign - Amateur,Reserved
20BFF,20,BFF,Call Sign - Amateur,Allocated
20BFG,20,BFG,Call Sign - Amateur,Allocated
20BFH,20,BFH,Call Sign - Amateur,Allocated
20BFI,20,BFI,Call Sign - Amateur,Allocated
20BFJ,20,BFJ,Call Sign - Amateur,Allocated
20BFK,20,BFK,Call Sign - Amateur,Reserved
20BFL,20,BFL,Call Sign - Amateur,Allocated
20BFM,20,BFM,Call Sign - Amateur,Allocated
20BFN,20,BFN,Call Sign - Amateur,Allocated
20BFO,20,BFO,Call Sign - Amateur,Reserved
20BFP,20,BFP,Call Sign - Amateur,Allocated
20BFQ,20,BFQ,Call Sign - Amateur,Reserved
20BFR,20,BFR,Call Sign - Amateur,Allocated
20BFS,20,BFS,Call Sign - Amateur,Allocated
20BFT,20,BFT,Call Sign - Amateur,Allocated
20BFU,20,BFU,Call Sign - Amateur,Allocated
20BFV,20,BFV,Call Sign - Amateur,Allocated
20BFW,20,BFW,Call Sign - Amateur,Reserved
20BFX,20,BFX,Call Sign - Amateur,Allocated
20BFY,20,BFY,Call Sign - Amateur,Allocated
20BFZ,20,BFZ,Call Sign - Amateur,Allocated
20BGA,20,BGA,Call Sign - Amateur,Allocated
20BGB,20,BGB,Call Sign - Amateur,Allocated
20BGC,20,BGC,Call Sign - Amateur,Allocated
20BGD,20,BGD,Call Sign - Amateur,Reserved
20BGE,20,BGE,Call Sign - Amateur,Allocated
20BGF,20,BGF,Call Sign - Amateur,Allocated
20BGG,20,BGG,Call Sign - Amateur,Allocated
20BGH,20,BGH,Call Sign - Amateur,Reserved
20BGI,20,BGI,Call Sign - Amateur,Allocated
20BGJ,20,BGJ,Call Sign - Amateur,Allocated
20BGK,20,BGK,Call Sign - Amateur,Reserved
20BGL,20,BGL,Call Sign - Amateur,Allocated
20BGM,20,BGM,Call Sign - Amateur,Allocated
20BGN,20,BGN,Call Sign - Amateur,Reserved
20BGO,20,BGO,Call Sign - Amateur,Allocated
20BGP,20,BGP,Call Sign - Amateur,Allocated
20BGQ,20,BGQ,Call Sign - Amateur,Allocated
20BGR,20,BGR,Call Sign - Amateur,Allocated
20BGS,20,BGS,Call Sign - Amateur,Allocated
20BGT,20,BGT,Call Sign - Amateur,Reserved
20BGU,20,BGU,Call Sign - Amateur,Reserved
20BGV,20,BGV,Call Sign - Amateur,Allocated
20BGW,20,BGW,Call Sign - Amateur,Reserved
20BGX,20,BGX,Call Sign - Amateur,Allocated
20BGY,20,BGY,Call Sign - Amateur,Reserved
20BGZ,20,BGZ,Call Sign - Amateur,Allocated
20BHA,20,BHA,Call Sign - Amateur,Allocated
20BHB,20,BHB,Call Sign - Amateur,Allocated
20BHC,20,BHC,Call Sign - Amateur,Allocated
20BHD,20,BHD,Call Sign - Amateur,Allocated
20BHE,20,BHE,Call Sign - Amateur,Allocated
20BHF,20,BHF,Call Sign - Amateur,Reserved
20BHG,20,BHG,Call Sign - Amateur,Reserved
20BHH,20,BHH,Call Sign - Amateur,Allocated
20BHI,20,BHI,Call Sign - Amateur,Allocated
20BHJ,20,BHJ,Call Sign - Amateur,Allocated
20BHK,20,BHK,Call Sign - Amateur,Allocated
20BHL,20,BHL,Call Sign - Amateur,Allocated
20BHM,20,BHM,Call Sign - Amateur,Allocated
20BHN,20,BHN,Call Sign - Amateur,Allocated
20BHO,20,BHO,Call Sign - Amateur,Allocated
20BHP,20,BHP,Call Sign - Amateur,Allocated
20BHQ,20,BHQ,Call Sign - Amateur,Allocated
20BHR,20,BHR,Call Sign - Amateur,Allocated
20BHS,20,BHS,Call Sign - Amateur,Allocated
20BHT,20,BHT,Call Sign - Amateur,Allocated
20BHU,20,BHU,Call Sign - Amateur,Allocated
20BHV,20,BHV,Call Sign - Amateur,Allocated
20BHW,20,BHW,Call Sign - Amateur,Reserved
20BHX,20,BHX,Call Sign - Amateur,Allocated
20BHY,20,BHY,Call Sign - Amateur,Allocated
20BHZ,20,BHZ,Call Sign - Amateur,Allocated
20BIA,20,BIA,Call Sign - Amateur,Reserved
20BIB,20,BIB,Call Sign - Amateur,Allocated
20BIC,20,BIC,Call Sign - Amateur,Allocated
20BID,20,BID,Call Sign - Amateur,Allocated
20BIE,20,BIE,Call Sign - Amateur,Reserved
20BIF,20,BIF,Call Sign - Amateur,Allocated
20BIH,20,BIH,Call Sign - Amateur,Reserved
20BII,20,BII,Call Sign - Amateur,Allocated
20BIJ,20,BIJ,Call Sign - Amateur,Allocated
20BIK,20,BIK,Call Sign - Amateur,Reserved
20BIL,20,BIL,Call Sign - Amateur,Allocated
20BIM,20,BIM,Call Sign - Amateur,Allocated
20BIN,20,BIN,Call Sign - Amateur,Allocated
20BIO,20,BIO,Call Sign - Amateur,Allocated
20BIP,20,BIP,Call Sign - Amateur,Reserved
20BIQ,20,BIQ,Call Sign - Amateur,Allocated
20BIR,20,BIR,Call Sign - Amateur,Allocated
20BIS,20,BIS,Call Sign - Amateur,Allocated
20BIU,20,BIU,Call Sign - Amateur,Allocated
20BIV,20,BIV,Call Sign - Amateur,Allocated
20BIW,20,BIW,Call Sign - Amateur,Reserved
20BIX,20,BIX,Call Sign - Amateur,Allocated
20BIY,20,BIY,Call Sign - Amateur,Allocated
20BIZ,20,BIZ,Call Sign - Amateur,Allocated
20BJA,20,BJA,Call Sign - Amateur,Allocated
20BJB,20,BJB,Call Sign - Amateur,Allocated
20BJC,20,BJC,Call Sign - Amateur,Allocated
20BJD,20,BJD,Call Sign - Amateur,Allocated
20BJE,20,BJE,Call Sign - Amateur,Allocated
20BJF,20,BJF,Call Sign - Amateur,Reserved
20BJG,20,BJG,Call Sign - Amateur,Allocated
20BJH,20,BJH,Call Sign - Amateur,Reserved
20BJI,20,BJI,Call Sign - Amateur,Reserved
20BJJ,20,BJJ,Call Sign - Amateur,Allocated
20BJK,20,BJK,Call Sign - Amateur,Allocated
20BJL,20,BJL,Call Sign - Amateur,Reserved
20BJM,20,BJM,Call Sign - Amateur,Allocated
20BJN,20,BJN,Call Sign - Amateur,Allocated
20BJO,20,BJO,Call Sign - Amateur,Allocated
20BJP,20,BJP,Call Sign - Amateur,Allocated
20BJQ,20,BJQ,Call Sign - Amateur,Allocated
20BJR,20,BJR,Call Sign - Amateur,Allocated
20BJS,20,BJS,Call Sign - Amateur,Allocated
20BJT,20,BJT,Call Sign - Amateur,Allocated
20BJU,20,BJU,Call Sign - Amateur,Allocated
20BJV,20,BJV,Call Sign - Amateur,Allocated
20BJW,20,BJW,Call Sign - Amateur,Allocated
20BJX,20,BJX,Call Sign - Amateur,Allocated
20BJY,20,BJY,Call Sign - Amateur,Allocated
20BJZ,20,BJZ,Call Sign - Amateur,Reserved
20BKA,20,BKA,Call Sign - Amateur,Allocated
20BKB,20,BKB,Call Sign - Amateur,Allocated
20BKC,20,BKC,Call Sign - Amateur,Allocated
20BKD,20,BKD,Call Sign - Amateur,Allocated
20BKE,20,BKE,Call Sign - Amateur,Allocated
20BKF,20,BKF,Call Sign - Amateur,Allocated
20BKG,20,BKG,Call Sign - Amateur,Reserved
20BKH,20,BKH,Call Sign - Amateur,Reserved
20BKI,20,BKI,Call Sign - Amateur,Allocated
20BKJ,20,BKJ,Call Sign - Amateur,Allocated
20BKK,20,BKK,Call Sign - Amateur,Reserved
20BKL,20,BKL,Call Sign - Amateur,Allocated
20BKM,20,BKM,Call Sign - Amateur,Allocated
20BKN,20,BKN,Call Sign - Amateur,Allocated
20BKO,20,BKO,Call Sign - Amateur,Allocated
20BKP,20,BKP,Call Sign - Amateur,Allocated
20BKQ,20,BKQ,Call Sign - Amateur,Allocated
20BKR,20,BKR,Call Sign - Amateur,Allocated
20BKS,20,BKS,Call Sign - Amateur,Allocated
20BKT,20,BKT,Call Sign - Amateur,Allocated
20BKU,20,BKU,Call Sign - Amateur,Reserved
20BKV,20,BKV,Call Sign - Amateur,Allocated
20BKW,20,BKW,Call Sign - Amateur,Allocated
20BKX,20,BKX,Call Sign - Amateur,Reserved
20BKY,20,BKY,Call Sign - Amateur,Allocated
20BKZ,20,BKZ,Call Sign - Amateur,Allocated
20BLA,20,BLA,Call Sign - Amateur,Allocated
20BLB,20,BLB,Call Sign - Amateur,Allocated
20BLC,20,BLC,Call Sign - Amateur,Allocated
20BLD,20,BLD,Call Sign - Amateur,Allocated
20BLE,20,BLE,Call Sign - Amateur,Allocated
20BLF,20,BLF,Call Sign - Amateur,Allocated
20BLG,20,BLG,Call Sign - Amateur,Allocated
20BLH,20,BLH,Call Sign - Amateur,Allocated
20BLI,20,BLI,Call Sign - Amateur,Allocated
20BLJ,20,BLJ,Call Sign - Amateur,Allocated
20BLK,20,BLK,Call Sign - Amateur,Allocated
20BLL,20,BLL,Call Sign - Amateur,Allocated
20BLM,20,BLM,Call Sign - Amateur,Reserved
20BLN,20,BLN,Call Sign - Amateur,Allocated
20BLO,20,BLO,Call Sign - Amateur,Allocated
20BLP,20,BLP,Call Sign - Amateur,Allocated
20BLQ,20,BLQ,Call Sign - Amateur,Allocated
20BLR,20,BLR,Call Sign - Amateur,Allocated
20BLS,20,BLS,Call Sign - Amateur,Allocated
20BLT,20,BLT,Call Sign - Amateur,Allocated
20BLU,20,BLU,Call Sign - Amateur,Allocated
20BLV,20,BLV,Call Sign - Amateur,Allocated
20BLW,20,BLW,Call Sign - Amateur,Allocated
20BLX,20,BLX,Call Sign - Amateur,Allocated
20BLY,20,BLY,Call Sign - Amateur,Allocated
20BLZ,20,BLZ,Call Sign - Amateur,Allocated
20BMA,20,BMA,Call Sign - Amateur,Reserved
20BMB,20,BMB,Call Sign - Amateur,Allocated
20BMC,20,BMC,Call Sign - Amateur,Allocated
20BMD,20,BMD,Call Sign - Amateur,Allocated
20BME,20,BME,Call Sign - Amateur,Allocated
20BMF,20,BMF,Call Sign - Amateur,Allocated
20BMG,20,BMG,Call Sign - Amateur,Allocated
20BMH,20,BMH,Call Sign - Amateur,Allocated
20BMI,20,BMI,Call Sign - Amateur,Allocated
20BMJ,20,BMJ,Call Sign - Amateur,Allocated
20BMK,20,BMK,Call Sign - Amateur,Allocated
20BML,20,BML,Call Sign - Amateur,Reserved
20BMM,20,BMM,Call Sign - Amateur,Allocated
20BMN,20,BMN,Call Sign - Amateur,Allocated
20BMO,20,BMO,Call Sign - Amateur,Allocated
20BMP,20,BMP,Call Sign - Amateur,Allocated
20BMQ,20,BMQ,Call Sign - Amateur,Reserved
20BMR,20,BMR,Call Sign - Amateur,Allocated
20BMS,20,BMS,Call Sign - Amateur,Reserved
20BMT,20,BMT,Call Sign - Amateur,Reserved
20BMU,20,BMU,Call Sign - Amateur,Allocated
20BMV,20,BMV,Call Sign - Amateur,Allocated
20BMW,20,BMW,Call Sign - Amateur,Allocated
20BMX,20,BMX,Call Sign - Amateur,Allocated
20BMY,20,BMY,Call Sign - Amateur,Allocated
20BMZ,20,BMZ,Call Sign - Amateur,Allocated
20BNA,20,BNA,Call Sign - Amateur,Allocated
20BNB,20,BNB,Call Sign - Amateur,Allocated
20BNC,20,BNC,Call Sign - Amateur,Allocated
20BND,20,BND,Call Sign - Amateur,Allocated
20BNE,20,BNE,Call Sign - Amateur,Allocated
20BNF,20,BNF,Call Sign - Amateur,Allocated
20BNG,20,BNG,Call Sign - Amateur,Reserved
20BNH,20,BNH,Call Sign - Amateur,Allocated
20BNI,20,BNI,Call Sign - Amateur,Allocated
20BNJ,20,BNJ,Call Sign - Amateur,Allocated
