callsign,status,licence_class,last_modified_date,original_start_date
M0ATC,Allocated,Amateur Club Radio Licence,2024-06-10,2021-07-15
M0ATD,Allocated,Amateur Full Radio Licence,2024-08-22,1997-01-15
M0ATE,Allocated,Amateur Full Radio Licence,2024-08-22,1997-01-15
M0ATF,Reserved,,,
M0ATG,Allocated,Amateur Full Radio Licence,2024-08-22,1997-01-17
M0ATH,Reserved,Amateur Full Radio Licence,,
M0ATI,Allocated,Amateur Full Radio Licence,2024-07-04,1997-01-20
M0ATJ,Reserved,,,
M0ATK,Allocated,Amateur Full Radio Licence,2024-02-27,1997-01-21
M0ATL,Allocated,Amateur Full Radio Licence,2024-08-24,1997-01-22
M0ATM,Allocated,Amateur Full Radio Licence,2024-03-18,2005-09-14
M0ATN,Reserved,Amateur Full Radio Licence,,
M0ATO,Reserved,,,
M0ATP,Reserved,Amateur Full Radio Licence,,
M0ATQ,Allocated,Amateur Full Radio Licence,2024-08-17,1997-01-24
M0ATR,Allocated,Amateur Full Radio Licence,2024-08-19,1997-01-27
M0ATS,Reserved,Amateur Club Radio Licence,,
M0ATT,Allocated,Amateur Full Radio Licence,2024-08-04,2014-08-19
M0ATU,Reserved,,,
M0ATV,Allocated,Amateur Full Radio Licence,2024-03-06,2014-01-24
M0ATW,Reserved,,,
M0ATX,Allocated,Amateur Full Radio Licence,2024-02-29,1997-01-29
M0ATY,Allocated,Amateur Full Radio Licence,2024-03-14,1997-01-29
M0ATZ,Allocated,Amateur Full Radio Licence,2024-05-03,2010-04-22
M0AUA,Allocated,Amateur Full Radio Licence,2024-08-23,1997-01-29
M0AUB,Reserved,,,
M0AUC,Reserved,Amateur Full Radio Licence,,
M0AUD,Reserved,,,
M0AUE,Allocated,Amateur Full Radio Licence,2024-08-26,1997-01-30
M0AUF,Allocated,Amateur Full Radio Licence,2024-05-14,1997-01-30
M0AUG,Allocated,Amateur Full Radio Licence,2025-04-16,1997-01-31
M0AUH,Reserved,Amateur Full Radio Licence,,
M0AUI,Allocated,Amateur Full Radio Licence,2024-04-19,1997-02-04
M0AUJ,Reserved,,,
M0AUK,Allocated,Amateur Full Radio Licence,2024-08-19,1997-02-04
M0AUL,Reserved,,,
M0AUM,Reserved,,,
M0AUN,Reserved,Amateur Full Radio Licence,,
M0AUO,Reserved,,,
M0AUP,Reserved,Amateur Full Radio Licence,,
M0AUQ,Allocated,Amateur Full Radio Licence,2024-08-03,1997-02-06
M0AUR,Allocated,Amateur Full Radio Licence,2024-06-02,1997-02-11
M0AUS,Allocated,Amateur Full Radio Licence,2024-08-24,1997-02-12
M0AUT,Allocated,Amateur Full Radio Licence,2024-04-28,2013-12-04
M0AUU,Reserved,,,
M0AUV,Allocated,Amateur Full Radio Licence,2024-09-07,2008-10-27
M0AUW,Allocated,Amateur Full Radio Licence,2024-08-28,1997-02-13
M0AUX,Reserved,Amateur Full Radio Licence,,
M0AUY,Allocated,Amateur Full Radio Licence,2024-05-14,1997-02-19
M0AUZ,Reserved,,,
M0AVA,Allocated,Amateur Full Radio Licence,2024-08-22,1997-02-20
M0AVB,Reserved,,,
M0AVC,Allocated,Amateur Full Radio Licence,2024-08-03,1997-02-24
M0AVD,Allocated,Amateur Full Radio Licence,2024-08-22,1997-02-24
M0AVE,Allocated,Amateur Full Radio Licence,2024-08-22,1997-02-24
M0AVF,Allocated,Amateur Full Radio Licence,2024-08-29,1998-02-25
M0AVG,Allocated,Amateur Full Radio Licence,2025-02-05,1997-02-26
M0AVH,Allocated,Amateur Full Radio Licence,2024-08-22,1997-02-27
M0AVI,Allocated,Amateur Club Radio Licence,2024-06-24,1997-02-28
M0AVJ,Reserved,,,
M0AVK,Allocated,Amateur Full Radio Licence,2024-08-22,1997-03-03
M0AVL,Allocated,Amateur Full Radio Licence,2024-06-25,1997-03-03
M0AVM,Reserved,,,
M0AVN,Allocated,Amateur Full Radio Licence,2024-06-03,1997-03-05
M0AVO,Reserved,,,
M0AVP,Allocated,Amateur Full Radio Licence,2024-08-28,2006-03-07
M0AVQ,Allocated,Amateur Full Radio Licence,2024-08-16,1997-03-07
M0AVR,Reserved,,,
M0AVS,Allocated,Amateur Full Radio Licence,2024-08-16,1997-03-10
M0AVT,Reserved,,,
M0AVU,Allocated,Amateur Full Radio Licence,2024-08-17,1997-03-10
M0AVV,Reserved,Amateur Full Radio Licence,,
M0AVW,Allocated,Amateur Full Radio Licence,2024-08-17,1997-03-10
M0AVX,Reserved,,,
M0AVY,Allocated,Amateur Full Radio Licence,2024-09-06,1997-03-10
M0AVZ,Allocated,Amateur Full Radio Licence,2024-08-16,1997-03-10
M0AWA,Allocated,Amateur Full Radio Licence,2024-05-10,2019-12-03
M0AWB,Allocated,Amateur Full Radio Licence,2024-06-16,2004-03-10
M0AWC,Reserved,,,
M0AWD,Allocated,Amateur Full Radio Licence,2024-08-21,1997-03-11
M0AWE,Allocated,Amateur Full Radio Licence,2024-06-19,2023-01-06
M0AWF,Allocated,Amateur Full Radio Licence,2024-08-03,1997-03-11
M0AWG,Reserved,,,
M0AWH,Allocated,Amateur Full Radio Licence,2025-04-09,1997-03-12
M0AWI,Allocated,Amateur Full Radio Licence,2024-05-20,1997-03-13
M0AWJ,Allocated,Amateur Full Radio Licence,2024-09-06,2007-04-04
M0AWK,Reserved,,,
M0AWL,Allocated,Amateur Full Radio Licence,2024-08-24,1997-03-14
M0AWM,Allocated,Amateur Full Radio Licence,2024-08-12,2024-08-12
M0AWN,Allocated,Amateur Full Radio Licence,2024-09-05,1997-03-14
M0AWO,Allocated,Amateur Full Radio Licence,2024-08-24,1997-03-14
M0AWP,Allocated,Amateur Full Radio Licence,2025-02-26,1997-03-14
M0AWQ,Reserved,Amateur Full Radio Licence,,
M0AWR,Allocated,Amateur Full Radio Licence,2024-09-04,1997-03-17
M0AWS,Allocated,Amateur Full Radio Licence,2024-03-02,1997-03-17
M0AWT,Reserved,,,
M0AWU,Allocated,Amateur Full Radio Licence,2024-08-24,1997-03-17
M0AWV,Allocated,Amateur Full Radio Licence,2024-04-11,1997-03-17
M0AWW,Allocated,Amateur Full Radio Licence,2024-08-26,1997-03-17
M0AWX,Allocated,Amateur Full Radio Licence,2025-01-20,1997-03-17
M0AWY,Allocated,Amateur Full Radio Licence,2024-08-24,1997-03-17
M0AWZ,Reserved,,,
M0AXA,Allocated,Amateur Full Radio Licence,2024-08-29,1997-03-20
M0AXB,Allocated,Amateur Full Radio Licence,2024-06-25,1999-03-20
M0AXC,Allocated,Amateur Full Radio Licence,2024-08-24,1997-03-20
M0AXD,Allocated,Amateur Full Radio Licence,2025-02-19,2025-02-19
M0AXE,Allocated,Amateur Full Radio Licence,2024-08-24,1997-03-21
M0AXF,Allocated,Amateur Full Radio Licence,2025-08-06,1997-03-21
M0AXG,Allocated,Amateur Full Radio Licence,2024-08-26,1997-03-21
M0AXH,Allocated,Amateur Full Radio Licence,2024-08-03,1997-03-25
M0AXI,Reserved,,,
M0AXJ,Allocated,Amateur Full Radio Licence,2024-08-04,2014-06-29
M0AXK,Allocated,Amateur Full Radio Licence,2024-04-11,1997-03-26
M0AXL,Allocated,Amateur Full Radio Licence,2024-06-28,2000-03-26
M0AXM,Allocated,Amateur Full Radio Licence,2024-08-19,1997-03-26
M0AXN,Allocated,Amateur Full Radio Licence,2024-08-26,1997-03-26
M0AXO,Allocated,Amateur Full Radio Licence,2024-08-26,1997-03-27
M0AXP,Allocated,Amateur Full Radio Licence,2024-08-03,1997-03-27
M0AXQ,Allocated,Amateur Full Radio Licence,2024-08-26,1997-04-01
M0AXR,Allocated,Amateur Full Radio Licence,2024-08-26,1997-04-02
M0AXS,Reserved,,,
M0AXT,Allocated,Amateur Full Radio Licence,2024-06-19,2022-12-13
M0AXU,Reserved,,,
M0AXV,Allocated,Amateur Full Radio Licence,2024-08-25,1997-04-03
M0AXW,Allocated,Amateur Full Radio Licence,2024-08-26,1997-04-03
M0AXX,Allocated,Amateur Full Radio Licence,2024-08-25,1997-04-03
M0AXY,Allocated,Amateur Full Radio Licence,2024-08-24,1997-04-03
M0AXZ,Allocated,Amateur Full Radio Licence,2024-08-25,1997-04-03
M0AYA,Allocated,Amateur Full Radio Licence,2025-01-25,1997-04-04
M0AYB,Allocated,Amateur Full Radio Licence,2024-06-24,1997-04-07
M0AYC,Allocated,Amateur Full Radio Licence,2024-08-17,1997-04-07
M0AYD,Allocated,Amateur Full Radio Licence,2024-04-05,1997-04-07
M0AYE,Allocated,Amateur Full Radio Licence,2024-08-17,1997-04-07
M0AYF,Allocated,Amateur Full Radio Licence,2024-06-21,1997-04-08
M0AYG,Allocated,Amateur Full Radio Licence,2024-08-17,1997-04-08
M0AYH,Reserved,,,
M0AYI,Allocated,Amateur Full Radio Licence,2024-08-18,1997-04-10
M0AYJ,Allocated,Amateur Full Radio Licence,2024-06-10,1997-04-10
M0AYK,Reserved,,,
M0AYL,Reserved,,,
M0AYM,Reserved,,,
M0AYN,Reserved,,,
M0AYO,Allocated,Amateur Full Radio Licence,2024-08-17,1997-04-14
M0AYP,Allocated,Amateur Full Radio Licence,2024-04-07,1997-04-15
M0AYQ,Reserved,,,
M0AYR,Allocated,Amateur Full Radio Licence,2024-08-22,1997-04-16
M0AYS,Allocated,Amateur Full Radio Licence,2024-08-17,1997-04-16
M0AYT,Reserved,,,
M0AYU,Allocated,Amateur Full Radio Licence,2024-08-22,1997-04-17
M0AYV,Allocated,Amateur Full Radio Licence,2024-06-11,2011-01-18
M0AYW,Allocated,Amateur Full Radio Licence,2024-08-03,1997-04-17
M0AYX,Allocated,Amateur Full Radio Licence,2024-04-27,1997-04-21
M0AYY,Allocated,Amateur Full Radio Licence,2024-08-22,1997-04-22
M0AYZ,Reserved,,,
M0AZA,Allocated,Amateur Full Radio Licence,2024-08-17,1997-04-22
M0AZB,Allocated,Amateur Full Radio Licence,2024-08-22,1997-04-22
M0AZC,Allocated,Amateur Full Radio Licence,2024-03-16,2004-06-05
M0AZD,Reserved,,,
M0AZE,Allocated,Amateur Full Radio Licence,2024-03-04,1997-04-25
M0AZF,Reserved,,,
M0AZG,Allocated,Amateur Full Radio Licence,2024-08-18,1997-04-28
M0AZH,Allocated,Amateur Full Radio Licence,2024-08-03,2010-03-08
M0AZI,Allocated,Amateur Full Radio Licence,2024-03-09,2015-04-09
M0AZJ,Allocated,Amateur Full Radio Licence,2024-06-17,1997-05-02
M0AZK,Allocated,Amateur Full Radio Licence,2024-09-07,2012-11-13
M0AZL,Reserved,,,
M0AZM,Allocated,Amateur Full Radio Licence,2024-07-03,1997-05-09
M0AZN,Allocated,Amateur Full Radio Licence,2024-08-24,1997-05-12
M0AZO,Allocated,Amateur Full Radio Licence,2024-08-05,2008-09-10
M0AZP,Allocated,Amateur Full Radio Licence,2024-08-24,1997-05-13
M0AZQ,Allocated,Amateur Full Radio Licence,2024-08-25,1997-05-14
M0AZR,Allocated,Amateur Full Radio Licence,2024-08-25,1997-05-15
M0AZS,Allocated,Amateur Full Radio Licence,2024-08-25,1997-05-15
M0AZT,Allocated,Amateur Full Radio Licence,2024-08-25,1997-05-15
M0AZU,Reserved,,,
M0AZV,Allocated,Amateur Full Radio Licence,2024-08-26,1997-05-16
M0AZW,Allocated,Amateur Full Radio Licence,2024-08-17,1997-05-16
M0AZX,Reserved,,,
M0AZY,Allocated,Amateur Full Radio Licence,2024-08-27,2006-05-21
M0AZZ,Allocated,Amateur Full Radio Licence,2024-05-15,1997-05-21
M0BAA,Allocated,Amateur Club Radio Licence,2025-07-02,2013-04-14
M0BAB,Reserved,Amateur Full Radio Licence,,
M0BAC,Allocated,Amateur Full Radio Licence,2024-08-24,1997-05-21
M0BAD,Allocated,Amateur Full Radio Licence,2024-06-09,2021-06-02
M0BAE,Allocated,Amateur Full Radio Licence,2024-09-05,2009-08-10
M0BAF,Reserved,Amateur Full Radio Licence,,
M0BAG,Allocated,Amateur Full Radio Licence,2024-08-26,1997-05-21
M0BAH,Allocated,Amateur Full Radio Licence,2025-04-19,1997-05-22
M0BAI,Allocated,Amateur Full Radio Licence,2024-08-18,1997-05-27
M0BAJ,Allocated,Amateur Full Radio Licence,2024-08-18,1997-05-27
M0BAK,Allocated,Amateur Full Radio Licence,2024-08-26,1997-05-27
M0BAL,Allocated,Amateur Full Radio Licence,2024-08-28,1997-05-27
M0BAM,Allocated,Amateur Full Radio Licence,2024-09-05,2009-08-31
M0BAN,Allocated,Amateur Full Radio Licence,2024-08-26,1997-05-28
M0BAO,Allocated,Amateur Full Radio Licence,2024-04-21,1997-05-28
M0BAP,Allocated,Amateur Full Radio Licence,2024-08-19,1997-05-28
M0BAQ,Reserved,,,
M0BAR,Allocated,Amateur Full Radio Licence,2024-06-27,1997-05-29
M0BAS,Allocated,Amateur Full Radio Licence,2024-08-19,1997-05-29
M0BAT,Allocated,Amateur Full Radio Licence,2024-08-26,1997-05-30
M0BAU,Allocated,Amateur Full Radio Licence,2024-08-19,1997-05-30
M0BAV,Allocated,Amateur Full Radio Licence,2024-05-05,1997-05-30
M0BAW,Allocated,Amateur Full Radio Licence,2024-08-18,1997-05-30
M0BAX,Reserved,,,
M0BAY,Allocated,Amateur Full Radio Licence,2024-04-24,1997-05-30
M0BAZ,Allocated,Amateur Full Radio Licence,2025-07-15,1997-05-30
M0BB,Allocated,Amateur Club Radio Licence,2024-06-11,2019-01-09
M0BBA,Allocated,Amateur Full Radio Licence,2024-08-30,2004-05-30
M0BBB,Allocated,Amateur Full Radio Licence,2024-08-03,1997-06-01
M0BBC,Reserved,Amateur Club Radio Licence,,
M0BBD,Reserved,,,
M0BBE,Allocated,Amateur Full Radio Licence,2024-08-19,1997-06-02
M0BBF,Allocated,Amateur Full Radio Licence,2024-08-19,1997-06-02
M0BBG,Reserved,,,
M0BBH,Allocated,Amateur Full Radio Licence,2024-08-20,1997-06-04
M0BBI,Reserved,,,
M0BBJ,Allocated,Amateur Full Radio Licence,2024-05-18,1997-06-09
M0BBK,Allocated,Amateur Full Radio Licence,2024-08-20,1997-06-09
M0BBL,Allocated,Amateur Full Radio Licence,2024-08-30,2006-06-09
M0BBM,Allocated,Amateur Full Radio Licence,2024-08-19,1997-06-10
M0BBN,Reserved,,,
M0BBO,Allocated,Amateur Full Radio Licence,2024-08-19,1997-06-10
M0BBP,Allocated,Amateur Full Radio Licence,2024-03-19,2016-02-16
M0BBQ,Allocated,Amateur Full Radio Licence,2024-08-21,1997-06-11
M0BBR,Reserved,Amateur Full Radio Licence,,
M0BBS,Reserved,,,
M0BBT,Allocated,Amateur Full Radio Licence,2024-08-21,1997-06-12
M0BBU,Allocated,Amateur Full Radio Licence,2024-08-21,1997-06-12
M0BBV,Allocated,Amateur Full Radio Licence,2024-06-19,1997-06-13
M0BBW,Allocated,Amateur Full Radio Licence,2024-08-20,1997-06-13
M0BBX,Allocated,Amateur Full Radio Licence,2024-06-04,1997-06-13
M0BBY,Allocated,Amateur Full Radio Licence,2024-06-14,1997-06-12
M0BBZ,Reserved,Amateur Full Radio Licence,,
M0BCA,Reserved,,,
M0BCB,Reserved,,,
M0BCC,Allocated,Amateur Full Radio Licence,2024-04-02,1997-06-17
M0BCD,Allocated,Amateur Full Radio Licence,2024-08-03,2007-03-20
M0BCE,Allocated,Amateur Full Radio Licence,2024-08-22,1997-06-17
M0BCF,Allocated,Amateur Full Radio Licence,2024-08-22,1997-06-17
M0BCG,Allocated,Amateur Full Radio Licence,2024-06-28,1997-06-17
M0BCH,Allocated,Amateur Full Radio Licence,2024-09-07,1997-06-17
M0BCI,Allocated,Amateur Full Radio Licence,2024-08-03,2009-07-26
M0BCJ,Allocated,Amateur Full Radio Licence,2024-04-05,2013-01-07
M0BCK,Allocated,Amateur Full Radio Licence,2024-08-24,1997-06-20
M0BCL,Allocated,Amateur Full Radio Licence,2024-05-06,1997-06-20
M0BCM,Reserved,,,
M0BCN,Allocated,Amateur Full Radio Licence,2024-05-22,2012-05-08
M0BCO,Reserved,,,
M0BCP,Reserved,,,
M0BCQ,Reserved,Amateur Club Radio Licence,,
M0BCR,Allocated,Amateur Full Radio Licence,2024-08-24,1997-06-25
M0BCS,Reserved,,,
M0BCT,Allocated,Amateur Full Radio Licence,2024-06-15,1997-06-27
M0BCU,Reserved,,,
M0BCV,Allocated,Amateur Full Radio Licence,2025-07-24,1997-06-27
M0BCW,Allocated,Amateur Full Radio Licence,2024-05-23,1997-06-27
M0BCX,Reserved,,,
M0BCY,Allocated,Amateur Full Radio Licence,2024-08-04,2012-10-08
M0BCZ,Allocated,Amateur Full Radio Licence,2024-08-24,1997-06-30
M0BDA,Allocated,Amateur Full Radio Licence,2024-08-24,1997-06-30
M0BDB,Allocated,Amateur Full Radio Licence,2024-03-29,1997-06-30
M0BDC,Reserved,Amateur Full Radio Licence,,
M0BDD,Allocated,Amateur Full Radio Licence,2024-08-26,1997-06-30
M0BDE,Allocated,Amateur Full Radio Licence,2024-08-03,2009-05-08
M0BDF,Allocated,Amateur Full Radio Licence,2024-07-21,1997-07-01
M0BDG,Allocated,Amateur Full Radio Licence,2024-05-19,2020-03-16
M0BDH,Allocated,Amateur Full Radio Licence,2024-08-26,1997-07-01
M0BDI,Reserved,Amateur Full Radio Licence,,
M0BDJ,Allocated,Amateur Full Radio Licence,2025-02-28,1997-07-02
M0BDK,Reserved,,,
M0BDL,Allocated,Amateur Full Radio Licence,2024-08-18,1997-07-02
M0BDM,Reserved,,,
M0BDN,Reserved,,,
M0BDO,Reserved,,,
M0BDP,Allocated,Amateur Full Radio Licence,2024-06-27,1997-07-03
M0BDQ,Allocated,Amateur Full Radio Licence,2024-08-20,1997-07-03
M0BDR,Reserved,Amateur Full Radio Licence,,
M0BDS,Allocated,Amateur Full Radio Licence,2024-03-15,1997-07-04
M0BDT,Reserved,,,
M0BDU,Allocated,Amateur Full Radio Licence,2024-08-21,1997-07-04
M0BDV,Reserved,,,
M0BDW,Allocated,Amateur Full Radio Licence,2024-08-22,1997-07-08
M0BDX,Allocated,Amateur Full Radio Licence,2024-04-12,1997-07-08
M0BDY,Reserved,,,
M0BDZ,Allocated,Amateur Full Radio Licence,2024-08-05,2008-06-11
M0BEA,Allocated,Amateur Full Radio Licence,2024-08-24,1997-07-08
M0BEB,Reserved,,,
M0BEC,Allocated,Amateur Full Radio Licence,2024-08-24,1997-07-09
M0BED,Allocated,Amateur Full Radio Licence,2024-08-18,1997-07-09
M0BEE,Allocated,Amateur Club Radio Licence,2024-07-21,1997-07-09
M0BEF,Allocated,Amateur Full Radio Licence,2024-04-16,2021-03-12
M0BEG,Allocated,Amateur Full Radio Licence,2024-04-02,1997-07-10
M0BEH,Allocated,Amateur Full Radio Licence,2024-08-19,1997-07-10
M0BEI,Reserved,,,
M0BEJ,Allocated,Amateur Full Radio Licence,2024-08-19,1997-07-11
M0BEK,Allocated,Amateur Full Radio Licence,2024-08-22,1997-07-14
M0BEL,Allocated,Amateur Full Radio Licence,2024-08-24,1997-07-14
M0BEM,Allocated,Amateur Full Radio Licence,2024-08-22,1997-07-14
M0BEN,Allocated,Amateur Full Radio Licence,2024-05-06,2019-09-16
M0BEO,Allocated,Amateur Full Radio Licence,2024-02-27,1997-07-14
M0BEP,Reserved,,,
M0BEQ,Allocated,Amateur Full Radio Licence,2024-08-19,1997-07-14
M0BER,Allocated,Amateur Full Radio Licence,2025-01-13,1997-07-17
M0BES,Allocated,Amateur Full Radio Licence,2024-08-21,1997-07-17
M0BET,Allocated,Amateur Full Radio Licence,2024-08-18,1997-07-18
M0BEU,Reserved,,,
M0BEV,Allocated,Amateur Full Radio Licence,2024-08-24,1997-07-18
M0BEW,Allocated,Amateur Full Radio Licence,2024-04-19,1997-07-18
M0BEX,Allocated,Amateur Full Radio Licence,2024-08-26,1997-07-18
M0BEY,Reserved,Amateur Full Radio Licence,,
M0BEZ,Allocated,Amateur Full Radio Licence,2024-06-23,2023-07-19
M0BFA,Allocated,Amateur Full Radio Licence,2024-09-06,1997-07-21
M0BFB,Allocated,Amateur Full Radio Licence,2024-10-05,1997-07-21
M0BFC,Reserved,,,
M0BFD,Reserved,,,
M0BFE,Allocated,Amateur Full Radio Licence,2024-08-03,1997-07-20
M0BFF,Allocated,Amateur Full Radio Licence,2025-08-31,1997-07-22
M0BFG,Reserved,,,
M0BFH,Reserved,,,
M0BFI,Reserved,,,
M0BFJ,Reserved,Amateur Full Radio Licence,,
M0BFK,Reserved,,,
M0BFL,Reserved,,,
M0BFM,Allocated,Amateur Full Radio Licence,2024-03-18,2017-01-13
M0BFN,Allocated,Amateur Full Radio Licence,2024-08-03,1997-07-24
M0BFO,Allocated,Amateur Full Radio Licence,2024-03-28,2017-09-01
M0BFP,Reserved,,,
M0BFQ,Reserved,Amateur Full Radio Licence,,
M0BFR,Reserved,,,
M0BFS,Reserved,,,
M0BFT,Allocated,Amateur Full Radio Licence,2024-03-12,1997-07-29
M0BFU,Allocated,Amateur Full Radio Licence,2024-08-03,1997-07-28
M0BFV,Allocated,Amateur Full Radio Licence,2024-06-13,1997-07-29
M0BFW,Reserved,,,
M0BFX,Reserved,,,
M0BFY,Allocated,Amateur Full Radio Licence,2024-03-30,1997-08-01
M0BFZ,Reserved,,,
M0BGA,Allocated,Amateur Full Radio Licence,2025-01-06,1997-08-04
M0BGB,Reserved,,,
M0BGC,Allocated,Amateur Full Radio Licence,2024-08-20,1997-08-04
M0BGD,Allocated,Amateur Full Radio Licence,2024-08-03,1997-08-03
M0BGE,Allocated,Amateur Full Radio Licence,2024-08-18,1997-08-05
M0BGF,Reserved,,,
M0BGG,Reserved,Amateur Full Radio Licence,,
M0BGH,Reserved,,,
M0BGI,Reserved,,,
M0BGJ,Reserved,,,
M0BGK,Reserved,,,
M0BGL,Allocated,Amateur Full Radio Licence,2024-06-08,1997-08-13
M0BGM,Allocated,Amateur Full Radio Licence,2024-04-29,2016-07-26
M0BGN,Reserved,,,
M0BGO,Allocated,Amateur Full Radio Licence,2024-08-19,1997-08-13
M0BGP,Allocated,Amateur Full Radio Licence,2024-08-03,1997-08-12
M0BGQ,Allocated,Amateur Full Radio Licence,2024-03-09,1997-08-19
M0BGR,Allocated,Amateur Full Radio Licence,2024-08-21,1997-08-19
M0BGS,Allocated,Amateur Full Radio Licence,2024-03-05,1997-08-19
M0BGT,Allocated,Amateur Full Radio Licence,2024-08-22,1997-08-19
M0BGU,Allocated,Amateur Full Radio Licence,2024-06-21,1997-08-19
M0BGV,Allocated,Amateur Club Radio Licence,2024-07-22,1997-08-19
M0BGW,Allocated,Amateur Full Radio Licence,2024-08-03,2007-03-05
M0BGX,Reserved,,,
M0BGY,Reserved,,,
M0BGZ,Reserved,Amateur Full Radio Licence,,
M0BHA,Allocated,Amateur Full Radio Licence,2024-04-06,1997-08-21
M0BHB,Allocated,Amateur Full Radio Licence,2024-08-03,1997-08-20
M0BHC,Reserved,,,
M0BHD,Reserved,,,
M0BHE,Allocated,Amateur Full Radio Licence,2024-08-22,1997-09-04
M0BHF,Reserved,Amateur Full Radio Licence,,
M0BHG,Allocated,Amateur Full Radio Licence,2024-06-20,1997-09-05
M0BHH,Allocated,Amateur Full Radio Licence,2024-08-22,1997-09-05
M0BHI,Reserved,,,
M0BHJ,Allocated,Amateur Full Radio Licence,2024-08-22,1997-09-05
M0BHK,Allocated,Amateur Full Radio Licence,2024-08-22,1997-09-08
M0BHL,Allocated,Amateur Full Radio Licence,2024-09-06,1997-09-08
M0BHM,Allocated,Amateur Full Radio Licence,2024-08-04,2012-06-27
M0BHN,Allocated,Amateur Full Radio Licence,2024-03-02,2009-02-05
M0BHO,Allocated,Amateur Full Radio Licence,2024-03-15,1997-09-08
M0BHP,Allocated,Amateur Full Radio Licence,2024-08-03,2007-03-07
M0BHQ,Allocated,Amateur Full Radio Licence,2024-08-21,1997-09-08
M0BHR,Allocated,Amateur Full Radio Licence,2024-09-07,1997-09-09
M0BHS,Reserved,,,
M0BHT,Reserved,,,
M0BHU,Allocated,Amateur Full Radio Licence,2024-06-28,1997-09-10
M0BHV,Allocated,Amateur Full Radio Licence,2024-08-24,1997-09-10
M0BHW,Allocated,Amateur Full Radio Licence,2024-08-24,1997-09-10
M0BHX,Allocated,Amateur Full Radio Licence,2024-05-16,1997-09-10
M0BHY,Allocated,Amateur Full Radio Licence,2024-08-24,1997-09-15
M0BHZ,Reserved,,,
M0BIA,Reserved,,,
M0BIB,Reserved,,,
M0BIC,Allocated,Amateur Full Radio Licence,2024-08-24,1997-09-16
M0BID,Reserved,,,
M0BIE,Reserved,,,
M0BIF,Reserved,,,
M0BIH,Allocated,Amateur Full Radio Licence,2024-08-17,1997-10-01
M0BII,Allocated,Amateur Full Radio Licence,2024-08-17,1997-10-02
M0BIJ,Allocated,Amateur Full Radio Licence,2024-06-12,1997-10-02
M0BIK,Reserved,Amateur Full Radio Licence,,
M0BIL,Reserved,,,
M0BIM,Allocated,Amateur Full Radio Licence,2024-03-15,1997-10-03
M0BIN,Reserved,Amateur Full Radio Licence,,
M0BIO,Reserved,,,
M0BIP,Reserved,,,
M0BIQ,Reserved,Amateur Full Radio Licence,,
M0BIR,Allocated,Amateur Full Radio Licence,2024-06-21,1997-10-03
M0BIS,Reserved,,,
M0BIT,Reserved,Amateur Full Radio Licence,,
M0BIU,Allocated,Amateur Full Radio Licence,2024-08-03,1997-10-05
M0BIV,Reserved,,,
M0BIW,Allocated,Amateur Full Radio Licence,2024-05-17,2012-02-23
M0BIX,Allocated,Amateur Full Radio Licence,2024-06-08,1997-10-08
M0BIY,Reserved,,,
M0BIZ,Allocated,Amateur Full Radio Licence,2024-08-03,2009-06-28
M0BJA,Allocated,Amateur Full Radio Licence,2024-05-25,1997-10-09
M0BJB,Reserved,,,
M0BJC,Reserved,,,
M0BJD,Allocated,Amateur Full Radio Licence,2024-05-16,1997-10-10
M0BJE,Allocated,Amateur Full Radio Licence,2024-08-20,1997-10-10
M0BJF,Reserved,Amateur Full Radio Licence,,
M0BJG,Reserved,,,
M0BJH,Allocated,Amateur Full Radio Licence,2024-09-07,1997-10-15
M0BJI,Reserved,Amateur Full Radio Licence,,
M0BJJ,Allocated,Amateur Full Radio Licence,2024-03-16,1997-10-15
M0BJK,Allocated,Amateur Full Radio Licence,2024-08-22,1997-10-20
M0BJL,Allocated,Amateur Full Radio Licence,2024-03-31,1997-10-20
